2563,4191,0,1,3150,566,20
2563,4191,7,1,3150,566,40
2563,4191,15,1,3150,566,50
2563,4191,22,1,3150,566,54
2563,4191,30,1,3150,566,56
2562,4191,38,1,3150,566,58
2562,4191,45,1,3150,566,62
2562,4191,53,1,3150,566,66
2562,4192,60,1,3150,566,70
2561,4192,68,1,3141,578,78
2561,4192,75,1,3141,578,88
2561,4192,83,1,3141,578,98
2561,4192,90,1,3141,578,102
2560,4192,98,1,3141,578,110
2560,4192,105,1,3141,578,122
2560,4192,113,1,3141,578,134
2559,4192,120,1,3141,578,138
2559,4192,128,1,3141,578,142
2559,4192,135,1,3141,578,140
2558,4192,143,1,3141,578,134
2558,4192,150,1,3141,578,130
2558,4192,158,1,3141,578,126
2558,4192,165,1,3141,578,122
2558,4192,173,1,3141,578,120
2558,4192,180,1,3141,578,122
2557,4191,188,1,3141,578,124
2557,4191,195,1,3141,578,126
2557,4191,203,1,3141,578,128
2557,4191,210,1,3141,578,130
2557,4190,218,1,3141,578,130
2557,4190,225,1,3141,578,130
2557,4190,233,1,3141,578,128
2557,4189,240,1,3141,578,126
2557,4189,248,1,3141,578,124
2556,4188,255,1,3150,578,122
2556,4187,263,1,3150,578,120
2556,4186,271,1,3150,578,120
2556,4186,278,1,3150,578,120
2555,4185,286,1,3150,578,120
2555,4184,293,1,3150,578,122
2554,4183,301,1,3150,578,122
2554,4182,308,1,3150,578,122
2553,4181,316,1,3150,578,122
2553,4180,323,1,3150,578,120
2552,4179,331,1,3150,578,120
2552,4178,338,1,3150,578,120
2552,4177,346,1,3159,589,118
2552,4176,353,1,3159,589,118
2552,4175,361,1,3159,589,118
2551,4174,368,1,3159,589,118
2551,4173,376,1,3159,589,120
2551,4172,383,1,3159,589,120
2550,4171,391,1,3159,589,120
2550,4170,398,1,3159,589,120
2549,4168,406,1,3159,589,120
2549,4167,413,1,3159,589,118
2549,4166,421,1,3159,589,120
2548,4165,428,1,3159,589,118
2548,4164,436,1,3176,600,118
2548,4162,443,1,3176,600,118
2548,4161,451,1,3176,600,118
2547,4159,458,1,3176,600,116
2547,4158,466,1,3176,600,118
2547,4157,473,1,3176,600,122
2547,4156,481,1,3176,600,126
2546,4155,488,1,3176,600,128
2546,4154,496,1,3176,600,128
2546,4152,503,1,3176,600,130
2546,4151,511,1,3176,600,132
2546,4149,519,1,3176,600,134
2546,4148,526,1,3176,600,132
2545,4146,534,1,3176,600,130
2545,4144,541,1,3176,600,130
2545,4143,549,1,3176,600,128
2545,4141,556,1,3176,600,124
2545,4139,564,1,3176,600,120
2545,4138,571,1,3176,600,120
2545,4136,579,1,3176,600,122
2545,4134,586,1,3176,600,122
2545,4132,594,1,3176,600,122
2545,4129,601,1,3176,600,124
2545,4127,609,1,3176,600,124
2545,4125,616,1,3176,600,122
2545,4124,624,1,3176,600,122
2545,4122,631,1,3176,600,122
2545,4120,639,1,3176,600,124
2546,4118,646,1,3176,600,124
2546,4117,654,1,3176,600,122
2547,4116,661,1,3176,600,120
2548,4115,669,1,3176,600,120
2549,4114,676,1,3185,589,122
2550,4112,684,1,3176,600,126
2551,4111,691,1,3176,600,124
2553,4110,699,1,3176,600,126
2554,4108,706,1,3176,600,126
2555,4107,714,1,3176,600,128
2557,4106,721,1,3176,600,130
2559,4106,729,1,3176,600,138
2561,4105,736,1,3176,600,142
2563,4104,744,1,3176,600,150
2565,4103,752,1,3176,600,162
2567,4102,759,1,3176,600,172
2569,4102,767,1,3176,600,174
2571,4101,774,1,3176,600,178
2573,4101,782,1,3176,600,180
2575,4101,789,1,3176,600,178
2577,4100,797,1,3176,600,180
2580,4099,804,1,3176,600,178
2583,4099,812,1,3176,600,184
2586,4098,819,1,3176,600,188
2589,4098,827,1,3159,600,184
2592,4097,834,1,3159,600,188
2596,4097,842,1,3159,600,188
2599,4097,849,1,3159,600,188
2602,4097,857,1,3159,600,188
2606,4097,864,1,3159,600,194
2610,4097,872,1,3159,600,200
2614,4097,879,1,3159,600,202
2619,4097,887,1,3159,600,212
2623,4098,894,1,3159,600,222
2628,4099,902,1,3159,600,222
2632,4100,909,1,3159,600,224
2635,4101,917,1,3159,600,224
2638,4101,924,1,3159,600,222
2640,4101,932,1,3159,600,224
2643,4101,939,1,3159,600,224
2645,4102,947,1,3159,600,226
2647,4102,954,1,3159,600,230
2649,4103,962,1,3177,611,228
2651,4104,969,1,3177,611,228
2653,4105,977,1,3177,611,230
2655,4106,985,1,3177,611,234
2657,4107,992,1,3177,611,230
2659,4108,1000,1,3177,611,234
2661,4110,1007,1,3177,611,246
2664,4112,1015,1,3177,611,244
2666,4114,1022,1,3177,611,246
2669,4116,1030,1,3177,611,244
2671,4118,1037,1,3177,611,242
2673,4120,1045,1,3177,611,248
2674,4121,1052,1,3177,611,250
2675,4123,1060,1,3177,611,258
2676,4124,1067,1,3177,611,270
2677,4127,1075,1,3186,612,278
2679,4129,1082,1,3186,612,296
2680,4131,1090,1,3186,612,300
2681,4134,1097,1,3186,612,304
2682,4136,1105,1,3186,612,316
2683,4139,1112,1,3186,612,346
2684,4142,1120,1,3186,612,366
2685,4145,1127,1,3186,612,372
2685,4149,1135,1,3186,612,376
2686,4152,1142,1,3177,611,388
2686,4155,1150,1,3177,611,414
2686,4158,1157,1,3177,611,418
2686,4162,1165,1,3177,611,418
2686,4165,1172,1,3177,611,420
2686,4169,1180,1,3177,611,416
2685,4173,1187,1,3177,611,418
2684,4177,1195,1,3177,611,412
2683,4180,1202,1,3177,611,414
2682,4183,1210,1,3177,611,416
2681,4187,1218,1,3177,611,412
2680,4190,1225,1,3177,611,404
2679,4194,1233,1,3177,611,398
2678,4197,1240,1,3159,600,394
2677,4200,1248,1,3159,600,396
2676,4204,1255,1,3159,600,394
2675,4208,1263,1,3159,600,380
2674,4212,1270,1,3159,600,380
2673,4216,1278,1,3159,600,364
2672,4219,1285,1,3159,600,368
2671,4223,1293,1,3159,600,372
2670,4226,1300,1,3150,600,374
2668,4229,1308,1,3150,600,380
2667,4231,1315,1,3150,600,380
2665,4234,1323,1,3150,600,384
2663,4238,1330,1,3150,600,384
2660,4241,1338,1,3150,600,378
2659,4244,1345,1,3150,600,376
2657,4247,1353,1,3150,600,404
2655,4249,1360,1,3150,600,412
2653,4251,1368,1,3150,600,402
2651,4253,1375,1,3150,600,398
2649,4254,1383,1,3150,600,402
2647,4255,1390,1,3150,600,408
2645,4256,1398,1,3150,600,414
2643,4257,1405,1,3150,600,414
2640,4259,1413,1,3150,600,418
2638,4260,1420,1,3150,600,426
2635,4262,1428,1,3150,600,420
2632,4263,1435,1,3150,600,406
2629,4264,1443,1,3150,600,402
2626,4265,1451,1,3159,600,418
2624,4266,1458,1,3159,600,428
2622,4267,1466,1,3159,600,426
2620,4269,1473,1,3159,600,422
2617,4270,1481,1,3159,600,418
2615,4271,1488,1,3159,600,426
2613,4272,1496,1,3159,600,436
2611,4273,1503,1,3159,600,446
2609,4273,1511,1,3159,600,450
2607,4273,1518,1,3159,600,456
2605,4273,1526,1,3159,600,462
2603,4273,1533,1,3159,600,458
2600,4273,1541,1,3159,600,454
2598,4273,1548,1,3159,600,448
2597,4273,1556,1,3159,600,452
2595,4273,1563,1,3159,600,456
2594,4273,1571,1,3159,600,460
2592,4273,1578,1,3176,600,458
2590,4273,1586,1,3176,600,456
