2490,4094,0,1,3307,637,18
2490,4094,7,1,3307,637,32
2490,4094,15,1,3307,637,46
2489,4095,22,1,3307,637,54
2489,4095,30,1,3307,637,70
2489,4095,38,1,3307,637,96
2489,4095,45,1,3326,637,124
2489,4095,53,1,3326,637,152
2488,4095,60,1,3326,637,182
2487,4095,68,1,3326,637,204
2487,4095,75,1,3317,647,220
2487,4095,83,1,3317,647,236
2486,4095,90,1,3317,647,246
2486,4095,98,1,3317,647,256
2486,4095,105,1,3317,647,266
2486,4095,113,1,3317,647,276
2486,4095,120,1,3317,647,282
2486,4095,128,1,3317,647,290
2486,4095,135,1,3317,647,300
2485,4095,143,1,3317,647,312
2485,4095,150,1,3317,647,330
2485,4096,158,1,3317,647,356
2484,4096,165,1,3317,647,388
2483,4096,173,1,3317,647,422
2483,4097,180,1,3317,647,456
2482,4097,188,1,3298,646,482
2482,4097,195,1,3298,646,496
2481,4097,203,1,3298,646,508
2481,4097,210,1,3298,646,525
2480,4098,218,1,3298,646,539
2480,4098,225,1,3298,646,549
2480,4098,233,1,3298,646,559
2479,4098,240,1,3298,646,569
2479,4098,248,1,3298,646,581
2478,4098,255,1,3298,646,597
2478,4098,263,1,3298,646,615
2477,4098,271,1,3298,646,633
2477,4098,278,1,3298,646,647
2476,4098,286,1,3298,646,657
2476,4099,293,1,3298,646,669
2475,4099,301,1,3298,646,679
2474,4099,308,1,3298,646,691
2474,4100,316,1,3298,646,705
2473,4100,323,1,3298,646,721
2473,4100,331,1,3298,646,729
2473,4100,338,1,3298,646,731
2472,4101,346,1,3298,646,729
2472,4101,353,1,3298,646,733
2472,4101,361,1,3298,646,737
2471,4101,368,1,3317,647,739
2471,4101,376,1,3317,647,747
2470,4101,383,1,3317,647,755
2469,4101,391,1,3317,647,765
2469,4102,398,1,3317,647,775
2468,4102,406,1,3317,647,783
2467,4102,413,1,3317,647,791
2466,4103,421,1,3309,656,801
2465,4103,428,1,3309,656,805
2463,4103,436,1,3309,656,807
2462,4103,443,1,3309,656,805
2461,4103,451,1,3309,656,805
2459,4103,458,1,3309,656,805
2458,4103,466,1,3309,656,807
2457,4103,473,1,3309,656,807
2455,4103,481,1,3309,656,807
2454,4103,488,1,3300,666,803
2453,4103,496,1,3300,666,803
2452,4103,504,1,3300,666,803
2451,4103,511,1,3300,666,801
2450,4103,519,1,3300,666,801
2449,4103,526,1,3300,666,801
2448,4103,534,1,3300,666,805
2446,4103,541,1,3300,666,807
2444,4103,549,1,3300,666,807
2442,4103,556,1,3300,666,803
2440,4103,564,1,3300,666,801
2438,4103,571,1,3300,666,797
2435,4103,579,1,3300,666,797
2433,4103,586,1,3300,666,793
2430,4103,594,1,3309,656,787
2428,4103,601,1,3309,656,797
2426,4102,609,1,3309,656,797
2423,4102,616,1,3309,656,787
2421,4101,624,1,3309,656,787
2418,4100,631,1,3309,656,793
2416,4100,639,1,3309,656,797
2414,4099,646,1,3309,656,799
2413,4099,654,1,3309,656,801
2411,4099,661,1,3309,656,803
2410,4098,669,1,3309,656,801
2408,4097,676,1,3309,656,797
2406,4096,684,1,3309,656,789
2404,4095,691,1,3309,656,787
2402,4094,699,1,3309,656,783
2399,4093,706,1,3309,656,783
2396,4092,714,1,3309,656,777
2394,4091,721,1,3309,656,771
2392,4090,729,1,3317,647,775
2390,4089,737,1,3317,647,775
2388,4088,744,1,3317,647,775
2386,4087,752,1,3317,647,773
2384,4085,759,1,3317,647,775
2382,4084,767,1,3317,647,775
2381,4083,774,1,3317,647,777
